,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
65,2676,20.0,4.7,22.691847,75.921991,Fog,Medium,2,Snack,electric_scooter,0.0,No,Urban,10,20002.520256211184
66,38074,25.0,4.7,19.145831,72.923984,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,10,20002.520256208547
67,11444,25.0,4.9,0.05,0.05,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,12,20002.520256208547
68,20024,34.0,4.7,11.120375,77.06295,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,41,20002.520256208547
69,31288,21.0,4.7,0.07,0.07,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.520256208547
70,39262,21.0,4.8,22.775835,75.937648,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,12,20002.520256200485
71,25072,22.0,4.6,19.007584,72.912585,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26,20002.520256200485
72,45408,24.0,4.5,21.185104,72.814342,Cloudy,Low,1,Drinks,motorcycle,0.0,No,,16,20002.520256200485
73,15617,28.0,4.6,11.116117,77.034652,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,20002.52025619676
74,10089,27.0,5.0,26.614986,80.482796,Stormy,Jam,1,Meal,motorcycle,1.0,No,,23,20002.52025619676
75,14712,23.0,4.6,26.97842,75.890689,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.52025619676
76,25253,22.0,4.5,12.379524,76.72262,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.52025619676
77,24679,36.0,5.0,17.480851,78.409347,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,22,20002.52025619003
78,7724,35.0,5.0,12.3585,76.715808,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,34,20002.52025619003
79,1411,27.0,4.6,13.094181,80.266442,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,20002.52025619003
80,14736,37.0,4.8,19.271315,72.912381,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.520256189728
81,4639,33.0,4.7,22.370526,73.230937,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.520256189728
82,29786,33.0,4.9,13.161878,80.328519,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.520256177275
83,29314,30.0,5.0,23.405164,85.374097,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,20002.520256177275
84,19384,22.0,4.9,12.407978,76.686792,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.520251727365
85,15107,,,12.3685,76.725808,,,3,Meal,electric_scooter,1.0,No,Metropolitian,33,20002.520251719383
86,43332,30.0,4.1,21.185975,72.805503,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.520251676986
87,43139,36.0,4.9,23.263219,77.463571,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,18,20002.520251676986
88,18326,33.0,4.8,22.811593,75.936362,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,13,20002.520251676986
89,4526,30.0,4.8,22.37279,73.230283,Windy,Jam,2,Buffet,motorcycle,1.0,No,Urban,26,20002.5202516745
90,45247,22.0,4.9,13.159198,77.700997,Sunny,Jam,2,Drinks,electric_scooter,,No,Metropolitian,24,20002.5202516745
91,34931,34.0,4.7,19.125831,72.903984,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.5202516745
92,22896,31.0,4.6,22.755049,75.902471,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.5202516745
93,32892,35.0,4.4,22.608731,88.434878,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,37,20002.5202516745
94,19357,33.0,4.7,0.08,0.08,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.520251672508
95,13438,,,12.953041,77.723237,Sandstorms,High,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.520251672508
96,44907,32.0,5.0,11.080375,77.02295,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,42,20002.520251672508
97,14680,33.0,4.6,22.358096,73.217753,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,20,20002.520251672293
98,8165,24.0,4.9,10.121703,76.423136,Cloudy,Jam,1,Snack,scooter,2.0,No,Metropolitian,37,20002.520251672293
99,15390,20.0,4.3,18.633481,73.825901,Sunny,High,0,Meal,motorcycle,0.0,No,Metropolitian,46,20002.520251672293
100,19628,35.0,4.8,12.371072,76.714878,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,12,20002.520251672246
101,42694,28.0,4.3,15.57155,73.759092,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,20002.520251672246
102,25562,26.0,4.7,13.108453,77.773685,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,35,20002.520251671245
103,11327,23.0,4.9,30.396322,78.100453,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,26,20002.520251671245
104,14606,31.0,4.9,18.613811,73.979315,Fog,Medium,0,Buffet,motorcycle,0.0,No,Urban,35,20002.520251671245
105,24157,29.0,4.5,13.174181,80.346442,Stormy,Jam,1,Snack,scooter,0.0,No,Urban,19,20002.520251671245
106,42378,,,17.468998,78.510366,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,31,20002.520251671245
107,7152,39.0,4.6,13.099645,80.292268,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,20002.520251671245
108,28209,21.0,4.8,12.933041,77.703237,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,20002.520251671107
109,28762,26.0,4.9,0.01,0.01,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.520251671107
110,24910,29.0,4.7,19.23384,72.851347,Sandstorms,High,1,Drinks,scooter,0.0,,Metropolitian,11,20002.520251671107
111,18869,34.0,4.5,27.01519,75.920753,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,26,20002.520251669677
112,24136,30.0,4.6,22.801857,75.916699,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,17,20002.520251669677
113,45284,34.0,4.8,12.983284,77.665428,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.520251669677
114,31420,33.0,4.7,27.026431,75.846649,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,35,20002.520251668342
115,4202,23.0,4.8,31.004057,75.92982,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.520251668342
116,2239,33.0,4.3,22.331844,73.185081,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.520251668342
117,18841,23.0,4.6,11.091753,77.076241,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,20002.520251668342
118,14875,31.0,5.0,12.363194,76.670583,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,28,20002.520251666898
119,1412,39.0,4.8,22.340237,73.188921,Cloudy,Medium,0,Snack,motorcycle,1.0,No,,34,20002.520251666898
120,37585,20.0,4.7,19.2193,72.935451,Windy,Medium,2,Snack,electric_scooter,1.0,No,Urban,19,20002.520251666898
121,20496,37.0,5.0,11.045083,77.035393,Sunny,Low,1,Meal,motorcycle,,No,Metropolitian,12,20002.52025139077
122,6612,,,21.283493,72.911953,Stormy,Low,2,Snack,scooter,1.0,No,,14,20002.52025139077
123,36147,31.0,4.8,0.08,0.08,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,20002.52025139077
124,5679,22.0,4.7,12.393978,76.697961,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,18,20002.52025139077
125,3560,30.0,4.9,19.221141,72.903074,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.52025139077
126,6186,38.0,4.7,26.976156,75.9323,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.52025139077
127,20082,34.0,4.1,0.11,0.11,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,37,20002.52025139077
128,5878,34.0,3.5,22.82004,75.972847,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,31,20002.52025139077
129,14518,28.0,4.8,13.06041,77.720489,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,40,20002.52025139077
130,4097,27.0,5.0,22.358096,73.217753,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,16,20002.52025139077
131,25308,,,23.391489,85.364253,Fog,High,0,Drinks,motorcycle,1.0,No,Urban,28,20002.52025139077
132,36285,22.0,4.3,0.09,0.09,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,42,20002.52025139077
133,26073,31.0,4.1,22.649358,88.513452,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.52025139077
134,25577,35.0,5.0,0.01,0.01,Cloudy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,28,20002.520251342885
135,43567,30.0,4.7,18.540963,73.838972,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Urban,32,20002.520251342885
136,6871,35.0,4.0,12.354569,76.693622,Stormy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,32,20002.520251342885
137,21350,35.0,4.8,13.125479,80.31311,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,20002.520251342885
138,8231,24.0,4.7,13.151809,80.279104,Windy,Medium,2,Buffet,motorcycle,,No,Metropolitian,28,20002.520251342885
139,12969,36.0,4.5,21.23276,72.858059,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,20002.520251342885
140,3635,27.0,5.0,11.091278,77.065017,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,23,20002.520251342885
141,3096,39.0,4.8,17.541477,78.51035,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,27,20002.520251342885
142,24580,22.0,4.0,11.078638,77.054311,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,32,20002.520251342885
143,12617,39.0,4.4,23.449194,85.415447,Windy,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,54,20002.520251332953
144,29712,29.0,4.9,0.08,0.08,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,11,20002.520251332953
145,39750,39.0,4.1,11.05091,76.970432,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,20002.520251332953
146,26814,34.0,4.6,17.441668,78.418321,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.520251332953
147,40013,36.0,4.5,21.159834,72.788666,Sunny,High,2,Drinks,scooter,1.0,No,Urban,15,20002.520251332953
148,8450,35.0,4.9,19.024237,72.855553,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Urban,19,20002.520251332953
149,32266,27.0,4.5,25.484648,81.864502,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,11,20002.520251332953
150,33278,29.0,2.6,26.58,80.46,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,20002.520251332953
151,6914,,,13.069496,77.755999,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,30,20002.520251332953
152,39416,30.0,4.3,27.032328,75.924257,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,36,20002.520251332953
153,21502,23.0,5.0,23.384878,85.345739,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,17,20002.520251332953
154,45394,23.0,4.8,19.17114,72.853074,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.520251332953
155,14447,32.0,4.8,17.481976,78.415883,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.520251332953
156,4342,26.0,4.2,11.023669,76.996494,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.520251332953
157,4998,25.0,4.3,13.062161,77.686014,Windy,Medium,0,Meal,motorcycle,,No,,38,20002.520251332742
158,20649,36.0,4.6,12.294747,76.635861,Sandstorms,High,1,Buffet,motorcycle,0.0,No,Metropolitian,30,20002.520251332742
159,6898,23.0,4.6,13.063298,77.744293,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,20,20002.520251332742
160,24184,24.0,4.6,26.923483,75.813139,Windy,Low,1,Drinks,scooter,1.0,No,Urban,16,20002.520251332742
161,10065,26.0,4.6,13.049166,77.710709,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,23,20002.520251332742
162,35279,36.0,4.7,17.556228,78.537495,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.520251332742
163,24015,31.0,5.0,11.072169,77.049594,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,34,20002.520251332742
164,21245,37.0,4.2,22.788163,75.944212,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,34,20002.520251332742
165,26135,38.0,4.8,22.815835,75.977648,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,25,20002.520251332742
166,43882,26.0,4.6,22.37,73.22,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.520251332742
167,32614,20.0,4.9,12.347954,76.715169,Fog,Low,2,Meal,motorcycle,0.0,No,Urban,14,20002.520251332742
168,36548,26.0,4.9,20.006994,75.502353,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42,20002.520251332742
169,20166,35.0,4.4,19.894733,75.373942,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.520251332055
170,7722,34.0,4.4,11.034136,77.003303,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,39,20002.520251332055
171,19293,22.0,4.9,17.451028,78.369645,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,20002.520251332055
172,1357,25.0,4.5,22.370329,73.229083,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.520251332055
173,21998,36.0,4.7,18.54421,73.868429,Sandstorms,Medium,2,Meal,scooter,0.0,No,Urban,28,20002.520251332055
174,2525,34.0,4.7,13.097018,80.324791,Cloudy,Jam,2,Drinks,electric_scooter,2.0,Yes,Urban,41,20002.520251332055
175,13282,37.0,4.8,19.288321,72.944715,Sunny,Low,1,Meal,scooter,1.0,No,Urban,29,20002.520251332055
176,9027,26.0,4.8,12.336967,76.623067,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,16,20002.520251332055
177,35870,28.0,4.2,13.108616,80.314151,Sunny,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,49,20002.520251332055
178,30633,25.0,4.7,23.286261,77.399605,Fog,Low,1,Buffet,motorcycle,0.0,,Metropolitian,10,20002.520251332055
179,39357,32.0,4.9,23.340791,77.54702,Sunny,Low,2,Snack,motorcycle,1.0,No,,17,20002.520251332055
180,18392,26.0,4.7,19.145838,72.912658,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.520251332055
181,16993,37.0,4.9,17.568263,78.527865,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,15,20002.520251332055
182,25285,31.0,4.7,26.963483,75.853139,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,47,20002.520251332055
183,35185,27.0,4.7,12.386967,76.673067,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.520251329926
184,44949,39.0,4.8,13.020221,77.695396,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520251329926
185,21046,28.0,4.9,0.03,0.03,Stormy,Low,2,Snack,scooter,0.0,No,Urban,15,20002.520251329926
186,37365,28.0,4.8,21.263434,72.894492,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.520251329926
187,43043,26.0,4.5,12.364569,76.703622,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.520251329926
188,28095,39.0,4.3,13.032394,80.252439,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,,22,20002.520251329926
189,8133,26.0,4.5,12.384022,76.668203,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,14,20002.520251329926
190,5306,30.0,3.7,18.610963,73.908972,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,20002.520251329926
191,2577,33.0,4.4,22.420237,73.268921,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,48,20002.520251329926
192,41623,27.0,4.9,26.602001,80.484002,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,20002.520251329926
193,44466,37.0,4.9,19.264567,72.858923,Sandstorms,High,2,Snack,scooter,0.0,No,Metropolitian,26,20002.520251329926
194,7978,27.0,4.2,13.006047,80.238114,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.520251329177
195,20794,39.0,4.8,22.874648,76.024377,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,25,20002.520251329177
196,5421,28.0,4.4,22.330329,73.189083,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,15,20002.520251329177
197,14883,34.0,3.7,13.024179,77.705797,Fog,Low,1,Meal,motorcycle,2.0,No,Metropolitian,33,20002.520251329177
198,8982,31.0,4.6,19.123249,72.866749,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,20002.520251329177
199,30634,38.0,4.9,30.945204,75.872103,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,31,20002.520251329177
200,7409,34.0,4.8,18.579156,73.784723,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.520251329177
201,12507,,,17.520851,78.449347,,,3,Snack,electric_scooter,2.0,No,Urban,40,20002.520251329177
202,251,,,13.104347,80.307221,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,19,20002.520251329177
203,35570,37.0,4.4,17.506228,78.487495,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.520251329177
204,12083,28.0,4.9,22.832634,75.996959,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,20002.520251329177
205,36010,37.0,4.5,19.2193,72.935451,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,51,20002.520251329177
206,4819,37.0,4.9,0.09,0.09,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,29,20002.520251329177
207,34442,37.0,4.6,22.548999,88.332337,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,25,20002.520251327653
208,19652,22.0,4.8,26.931927,75.817282,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,19,20002.520251327653
209,20966,39.0,4.7,22.340237,73.188921,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.520251327653
210,26389,26.0,4.8,22.805207,75.976059,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,19,20002.520251327653
